,MONTH,LAT_0hr,LONG_0hr,STORM_SPEED_0hr,STORM_DIR_0hr,LAT_60hr,LONG_60hr,STORM_SPEED_60hr,STORM_DIR_60hr,34kn_pop,34kn_assets,64kn_pop,64kn_assets,96kn_pop,96kn_assets,mag_0hr,ang_0hr,mag_60hr,ang_60hr,dist_0hr,dist_60hr,EP,NI,SA,SI,SP,WP,34kn_pop_qz,34kn_asset_qz
1098,6,6.63289,151.296,15,250,9.56836,135.4,20,294,11714782,245000000000.0,0,0.0,0,0.0,1610.8906387427749,91.14117751224447,819.3599487682319,90.61902624294909,0.6762270575516853,1.6236568577556647,0,0,0,0,0,1,1,1
1100,6,11.4855,174.154,11,289,13.2102,161.355,10,275,28319448,673000000000.0,3687986,78640945266.0,0,0.0,3943.1759348982514,91.53513209566862,3286.691985007358,91.4837738327403,3.483335159148059,1.7575469222768985,0,0,0,0,0,1,1,1
1101,7,11.1413,161.702,8,276,14.899,146.912,18,286,3769272,430000000000.0,134737,15499180538.0,0,0.0,2596.711712063996,91.50212688292305,1718.0195097558703,91.51042609621126,0.5091452738904649,1.1432199756044448,0,0,0,0,0,1,1,1
1102,7,17.405,111.365,5,35,22.405,108.018,8,307,11793689,260000000000.0,0,0.0,0,0.0,2883.0694657980957,91.39809235887034,2486.5119345747376,91.2925989712919,0.8856017585083085,0.0,0,0,0,0,0,1,1,1
1103,7,12.931,138.857,1,55,15.0699,130.018,14,285,6811,1012022675.0,0,0.0,0,0.0,107.1568167947514,88.58273446493534,126.28310170729019,89.15603502934988,2.965927784371188,5.343799131491097,0,0,0,0,0,1,0,0
1104,8,16.0575,114.273,19,345,20.2113,107.396,9,321,3118363,67069385056.0,0,0.0,0,0.0,2562.898011639509,91.43282941399025,2520.3506000967272,91.38808741729626,1.6471066856633816,0.33848071467218976,0,0,0,0,0,1,1,1
1106,8,18.1953,118.802,20,235,16.3915,116.447,7,301,63268672,1440000000000.0,5236342,119000000000.0,0,0.0,2118.100482569581,91.2942027816537,1545.728524265054,91.53448789560824,1.6298172060111502,3.3114445340952,0,0,0,0,0,1,1,1
1107,8,23.75,160.0,5,178,23.8136,151.374,15,287,6548496,907000000000.0,0,0.0,0,0.0,2584.810872893519,88.88959284690476,2275.953459713888,88.79969747017658,6.036550309243273,2.6380426588455737,0,0,0,0,0,1,1,1
1109,9,6.09098,152.846,5,290,9.70837,148.686,3,313,332663,6965517596.0,0,0.0,0,0.0,1791.0822866905157,91.15050774139159,2032.1032328221825,91.23727267058737,0.3078462201976797,1.4789660338168624,0,0,0,0,0,1,0,0
1110,9,12.5543,-95.1486,13,283,17.994,-105.56,12,326,4499691,75692166980.0,478221,8883493755.0,0,0.0,464.05964621303974,88.72593847398713,924.3124200162072,91.55238094074902,3.293724892955241,1.4362432816807187,1,0,0,0,0,0,1,1
1111,9,11.4923,-93.7997,16,270,17.6088,-106.983,11,320,3046925,52812709108.0,940440,18178288946.0,92432,1543814205.0,386.5358698282363,89.12789667142806,1076.1857658710592,88.45128001981394,3.364818434295231,2.638405916800902,1,0,0,0,0,0,1,1
1112,10,10.1877,133.224,18,288,13.7157,124.051,8,287,647362,9949969705.0,0,0.0,0,0.0,577.4078633932602,88.93722203657546,770.7813373480762,88.73286545371121,2.57578271973163,0.022903895083586014,0,0,0,0,0,1,0,0
1113,10,6.41929,176.06,18,237,7.38364,160.463,15,276,12910279,365000000000.0,0,0.0,0,0.0,4238.230589342229,91.40572266278777,3338.162017934292,91.29125789240206,3.9335189226508036,0.9715419763659204,0,0,0,0,0,1,1,1
1114,10,9.05713,140.319,13,275,10.1299,131.143,6,298,1113,29067757.0,0,0.0,0,0.0,477.9117915615493,90.58008748179033,599.972892092862,90.04002400443856,0.7285990349170143,4.116684839341978,0,0,0,0,0,1,0,0
1115,10,10.241,-93.4217,14,274,12.1833,-107.121,12,280,1271162,20378582327.0,552526,4864726130.0,0,0.0,457.7716753383099,89.41162450657312,1249.0895711766211,88.9310416708181,4.242778233624757,2.807137419021024,1,0,0,0,0,0,0,0
1116,10,4.76959,177.38,13,250,6.83884,161.614,16,287,3955682,50701807305.0,0,0.0,0,0.0,4421.467017875138,91.37072267917355,3477.358333842971,91.284817993172,4.602404843102457,1.0975271317302413,0,0,0,0,0,1,1,1
1117,11,7.46071,162.423,1,10,4.8861,149.722,16,255,33613564,307000000000.0,615988,4811123131.0,0,0.0,2745.452612634596,91.35737711555029,2361.6134681645217,91.04239761347723,2.116954849396654,1.835124980923644,0,0,0,0,0,1,1,1
1118,11,6.00157,145.43,1,271,6.43849,143.186,3,290,48694,5508393343.0,0,0.0,0,0.0,1101.9533175119793,90.83924040339076,1667.4689947421352,90.91576713253244,1.5734499359153509,0.26779543806794587,0,0,0,0,0,1,0,0
1119,11,-10.6168,170.658,12,239,-13.7039,168.676,5,158,332489,1345328020.0,0,0.0,0,0.0,3387.3421192997453,88.48914666442838,3150.538062571212,88.47022252729448,1.2591863834337473,0.9344903991898393,0,0,0,0,1,0,0,0
1120,12,-12.38,172.873,1,317,-13.1812,167.926,5,205,37160,2893180781.0,0,0.0,0,0.0,3610.007505680092,88.43222069511232,3076.3914472394754,88.48960449881997,2.8040627216638523,0.29365151124588734,0,0,0,0,1,0,0,0
1121,12,3.09352,177.832,6,290,8.31352,167.535,10,298,17271012,158000000000.0,738418,8460322143.0,0,0.0,4517.029040990175,91.33294159114111,4057.2589194609977,91.36741745612761,4.620368403585147,0.12463598097258875,0,0,0,0,0,1,1,1
1122,1,-9.57471,-172.297,14,156,-12.2878,-170.065,9,174,77470,0.0,0,0.0,0,0.0,5253.0068140673375,91.56148070519866,5454.802014490206,91.56234492272691,0.5962933399125465,1.5857176764909882,0,0,0,0,1,0,0,0
1123,1,-15.8313,124.779,2,207,-17.3276,121.245,6,219,54185,3179620470.0,15585,647994788.0,0,0.0,3769.9388322549316,91.48905590893271,3672.5553462516878,91.50820683486945,0.0,0.9050228989506283,0,0,0,1,0,0,0,0
1124,1,-12.4252,139.272,7,250,-16.6254,132.994,5,212,7510,506318906.0,0,0.0,0,0.0,36.76194984899952,91.40722889869781,712.527578608816,88.6900691698081,2.2921612597546304,0.0,0,0,0,0,1,0,0,0
1125,1,-14.6,124.0,5,271,-16.45,122.5,7,226,20155,865491170.0,0,0.0,0,0.0,3689.498796937504,91.52308155055114,3811.0056063062684,91.53496151643452,0.5612789928173019,0.3004023983875665,0,0,0,1,0,0,0,0
1126,2,-12.5908,160.532,10,111,-16.1934,166.285,7,142,244693,919121672.0,64807,284611133.0,0,0.0,2270.775303970642,91.56551898985165,2875.858035722001,91.52278204335127,0.7468113607719156,0.7160690167665343,0,0,0,0,1,0,0,0
1127,2,-14.2255,152.722,14,90,-15.0851,167.551,30,122,3628,33992941.0,0,0.0,0,0.0,1430.4184337164322,91.43851690316173,3016.8693575771567,91.56434063769255,2.697736834975571,0.357065506344436,0,0,0,0,1,0,0,0
1128,2,-19.0125,51.0525,3,163,-20.895,53.9051,2,103,1294326,47972786470.0,0,0.0,0,0.0,4180.655752914344,88.5838010677839,3520.4681698017166,88.60122100616674,1.817311719181112,1.3233891284973598,0,0,0,1,0,0,0,0
1129,2,-15.1467,126.841,11,265,-16.4383,121.426,4,162,18321,1042954231.0,991,169522716.0,0,0.0,3992.6121161375254,91.51200574450384,3696.7039055241844,91.53418740450388,0.0,0.7821741116100702,0,0,0,1,0,0,0,0
1130,3,-11.0987,164.205,6,134,-15.5121,164.398,7,219,13922,913393220.0,0,0.0,0,0.0,2680.9437186112405,88.48531290894977,2676.5991942852243,91.54641836093455,1.5201024994680232,2.2224546255980253,0,0,0,0,1,0,0,0
1131,4,-10.901,143.651,4,341,-8.83809,137.468,11,250,158034,12066723524.0,2599,325704411.0,0,0.0,471.40273820235114,88.80147125255334,674.7065675415646,90.31489616076445,0.6264147183144714,0.44669065027712623,0,0,0,0,1,0,0,0
1132,5,-7.8302,169.79,12,256,-12.2366,159.581,7,231,30230,169291478.0,0,0.0,0,0.0,3339.760681822131,88.58206382837587,2194.349231671531,88.5608807896467,3.2902840463975074,0.769620540662738,0,0,0,0,1,0,0,0
1134,5,13.215,94.4173,7,327,16.8473,89.9122,4,285,55835106,199000000000.0,0,0.0,0,0.0,1044.2548767773083,88.52820054921267,923.1733575910608,88.57789102925774,0.23377714827801357,4.057701425664786,0,1,0,0,0,0,1,1
1135,6,17.35,117.753,6,302,21.6448,111.315,12,303,1798096,47769347534.0,0,0.0,0,0.0,2210.6825188246307,91.347507451946,2139.5587488990554,91.28406054438038,2.2732927524210385,0.0,0,0,0,0,0,1,0,0
1136,7,9.90219,150.606,8,318,16.0549,141.673,14,289,98630,15749415751.0,44472,4982047655.0,42337,4616971813.0,1420.9053384263384,91.34842639100371,1150.300390420506,88.44675619928375,1.0298714902792467,3.933060860340826,0,0,0,0,0,1,0,0
1137,7,9.78404,145.25,17,311,12.9791,129.664,11,289,11360993,2420000000000.0,0,0.0,0,0.0,864.7081016240732,91.18474134245625,328.2709604938116,89.59158924536692,0.5640284828242288,4.188866430754858,0,0,0,0,0,1,1,1
1138,7,4.39942,190.412,12,270,5.66768,175.334,15,313,27528,5025685493.0,0,0.0,0,0.0,8657.113742408044,91.53737109609807,9594.017340031927,91.5261262125899,15.073048738841656,3.1784901762994258,1,0,0,0,0,0,0,0
1139,7,8.60116,143.451,11,280,11.0252,130.814,14,303,75972635,1810000000000.0,6644083,144000000000.0,0,0.0,754.5713863344395,90.92729150725145,504.8168669858035,89.97949089624323,1.0896364616591314,4.801505803477164,0,0,0,0,0,1,1,1
1140,7,11.0917,-97.7111,14,279,16.4236,-103.665,6,331,4037389,82548110660.0,596772,12514695058.0,57423,1067208641.0,779.1882468747909,88.81620903570877,740.9922659102637,88.63240199219588,4.695712635850814,1.8386604091035954,1,0,0,0,0,0,1,1
1141,8,10.2433,-90.5395,8,294,14.3944,-97.5485,12,300,3196397,46665740762.0,0,0.0,0,0.0,381.08665449653785,90.13942065435286,358.8323643212644,89.79238209178958,3.3589687834417292,1.493802360047678,1,0,0,0,0,0,1,1
1142,8,8.53833,134.006,5,304,10.8586,131.916,3,336,1342376,26643199765.0,0,0.0,0,0.0,619.6985423054304,89.25989729464429,533.4550325886399,90.19763002135612,0.8420199198641444,3.939613129695363,0,0,0,0,0,1,0,0
1143,8,7.70411,154.488,9,284,8.2499,146.697,8,277,4729332,111000000000.0,1628812,33977482946.0,0,0.0,1896.3672363644346,91.27420389893705,1893.3984859128068,91.12122166052251,0.44545578617074516,0.1654660785055333,0,0,0,0,0,1,1,1
1145,8,9.86132,158.411,16,281,11.4081,146.419,13,258,7567693,869000000000.0,95401,24261342869.0,31011,11870595432.0,2259.7947043083955,91.42959768286961,1738.9638427227924,91.2908446960386,2.395290372144461,2.408011601125918,0,0,0,0,0,1,1,1
1146,9,15.5576,133.11,8,311,16.1066,127.059,4,320,19624064,402000000000.0,0,0.0,0,0.0,591.1218190176253,91.04341204203969,412.72138909555525,91.50845867352938,5.703505833006214,3.420203414312222,0,0,0,0,0,1,1,1
1148,10,11.71,137.04,4,13,16.0863,137.418,4,313,43526311,5230000000000.0,25725303,2830000000000.0,1395227,184000000000.0,145.54295416898094,89.33456450763114,695.6662084115742,88.46305536191613,2.361004637791514,4.536696006022118,0,0,0,0,0,1,1,1
1150,10,12.811,166.65,21,270,13.3963,150.451,11,270,11392918,312000000000.0,0,0.0,0,0.0,3118.029891988353,88.4302899410765,2117.546495599295,91.4450553175328,1.3481498388372866,4.418112409127793,0,0,0,0,0,1,1,1
1151,10,6.6841,87.8088,10,2,13.8919,83.2152,8,269,22769617,109000000000.0,0,0.0,0,0.0,682.1535385536852,90.49006117808096,265.0409017162631,90.83907165774659,5.477790500465391,2.8012893040628586,0,1,0,0,0,0,1,1
1153,11,10.2422,148.093,5,336,12.9112,140.602,14,279,921291,6876402729.0,0,0.0,0,0.0,1145.1456698750221,91.32727456281377,1087.8819678657126,91.27478085462,2.198996945970821,2.9584774372141176,0,0,0,0,0,1,0,0
1154,11,9.59662,94.999,7,326,13.7415,92.3988,4,257,26344270,150000000000.0,4075669,19110132736.0,0,0.0,1145.9073342331424,91.31429585775697,1203.5040387886838,91.40719567210432,1.7177233669077723,0.5195430217267885,0,1,0,0,0,0,1,1
1155,11,3.20587,170.523,13,298,4.40371,162.563,9,259,837,0.0,0,0.0,0,0.0,3736.1775229145105,91.28550983238273,3667.339115449937,91.22332839200709,2.1666777793156218,0.9418739987795623,0,0,0,0,0,1,0,0
1156,11,13.1779,125.542,15,266,11.4584,113.954,8,280,128384,1025298112.0,0,0.0,0,0.0,1337.307203111653,91.53853604297048,1889.2852412392663,88.68347253110035,0.6855685078130415,0.3792528006818156,0,0,0,0,0,1,0,0
1157,11,-6.08211,49.3497,5,248,-9.34835,43.4055,7,246,859310,220695946.0,0,0.0,0,0.0,4496.966269040385,91.40231092007747,4755.378053365375,91.43753757810425,3.4873631949930295,2.0145450476286206,0,0,0,1,0,0,0,0
1158,12,10.0019,84.5974,5,297,10.742,80.2501,5,255,1555028,6942399648.0,0,0.0,0,0.0,242.5547519179297,89.8963438035456,518.0899035854004,89.7753778501169,3.5775949426923557,0.3974486108580563,0,1,0,0,0,0,0,0
1159,12,5.18714,152.949,11,269,10.0945,142.122,10,317,46126299,384000000000.0,9225033,92943660393.0,1835061,18537488914.0,1844.5081670514924,91.10407945135167,1356.2537841242029,91.09528873164112,0.572755335675698,1.6170530053690446,0,0,0,0,0,1,1,1
1160,12,-10.1743,69.6949,8,256,-13.7695,69.9185,3,166,3957,1325330.0,0,0.0,0,0.0,2213.772418813092,91.43293427221505,1828.3962165760765,91.48814672717809,3.805106736495703,6.8020594616966585,0,0,0,1,0,0,0,0
1161,1,-11.6371,170.49,12,255,-17.0859,162.892,6,269,248211,15488300588.0,70066,6104265196.0,0,0.0,3357.9233853353608,88.45650144546056,2513.998743624594,91.47799676955623,0.5053703120841286,0.7850066095193108,0,0,0,0,1,0,0,0
1162,1,2.89409,174.583,4,90,7.60015,172.231,12,280,44375836,386000000000.0,11064873,106000000000.0,296675,1733425895.0,4176.753186088718,91.3077007161007,4577.212541954462,91.37334655443551,1.543013520112501,0.5608865935044193,0,0,0,0,0,1,1,1
1163,1,-5.00002,182.103,6,252,-7.06651,175.594,11,247,260853,16409105887.0,218559,13523976149.0,0,0.0,4735.080470763125,88.60344046742732,4029.4147404531764,88.64269343498225,4.2047976230648905,1.0597308561540562,0,0,0,0,1,0,0,0
1164,1,-10.9252,60.0302,12,274,-14.5888,51.851,9,230,3083954,847429090.0,206669,58057309.0,0,0.0,3248.3967912292974,91.50234451474167,3757.723763932032,91.55413776893576,3.3537240336856877,1.5214234380927627,0,0,0,1,0,0,1,1
1165,1,-11.7072,79.0001,14,261,-12.8666,63.4342,20,263,1603081,407174279.0,0,0.0,0,0.0,1184.5539172921306,91.45489960643195,2536.838666008932,91.47265257439948,7.815301984714931,5.116704714879291,0,0,0,1,0,0,0,0
1166,2,-10.695,50.9101,7,196,-15.4999,45.1941,8,251,305383,61609802.0,0,0.0,0,0.0,4240.13567685394,91.5124530700711,4459.327305045504,88.43707955281977,0.5268814346492012,0.43443795061665647,0,0,0,1,0,0,0,0
1167,2,-10.9968,179.046,15,211,-14.5723,172.014,11,283,230230,825533661.0,97406,412123609.0,9054,48160361.0,4293.410212017248,88.46680198453737,3499.692120099853,88.43937659388205,0.5053149315130231,3.237507754002298,0,0,0,0,1,0,0,0
1168,4,-15.1515,170.511,8,232,-17.7322,170.648,1,296,14125,56099322.0,0,0.0,0,0.0,3345.180505459938,91.48457941092255,3337.226482667919,91.480396913095,2.2986299859916492,1.6738599484938907,0,0,0,0,1,0,0,0
1169,5,19.0,118.738,10,88,19.1362,117.885,6,341,673901,56165301968.0,87488,10942259916.0,0,0.0,2143.749249413199,91.25660059031249,1419.7626686849953,91.3248711196888,1.892347582273406,1.9539919519294382,0,0,0,0,0,1,0,0
1170,6,14.558,-101.342,5,11,17.4192,-103.338,5,290,624354,10059205242.0,0,0.0,0,0.0,1113.1443081906457,91.49836641769382,691.6062014407213,88.49266076260636,2.6593910117651007,0.7908880024409242,1,0,0,0,0,0,0,0
1171,6,6.90697,136.188,7,240,9.67874,126.903,18,299,16632716,166000000000.0,1374554,13655943599.0,0,0.0,655.4930162669269,89.71955178277378,779.9316130369276,89.42492539382097,1.6465111861241497,0.7245165075000022,0,0,0,0,0,1,1,1
1172,7,8.91619,148.501,6,293,12.1589,142.493,8,279,25084582,563000000000.0,10646501,214000000000.0,0,0.0,1230.9442200646833,91.22192323319814,1307.660935990641,91.26096687912307,1.1954245862826411,2.404934514558976,0,0,0,0,0,1,1,1
1173,7,17.5752,115.737,6,302,21.2949,107.42,1,317,1861282,31454954898.0,0,0.0,0,0.0,2425.3177110819024,91.35751867991078,2530.145604885416,91.34370046923203,3.1330435176609033,0.0,0,0,0,0,0,1,0,0
1174,8,21.2588,128.074,6,17,28.6764,123.626,14,299,39218277,931000000000.0,87542,2268342232.0,0,0.0,1361.649492645079,90.85782070444493,1466.833098384737,90.51720662537919,4.324911550547255,1.369268358292484,0,0,0,0,0,1,1,1
1182,9,15.3759,156.118,19,295,17.7536,145.814,11,275,798649,63742824284.0,0,0.0,0,0.0,1984.6852837065692,88.57059913173428,1596.7228842672325,88.55520970866134,7.099341873241283,0.13468999168460669,0,0,0,0,0,1,0,0
1183,9,15.1552,125.769,15,326,21.1512,117.388,9,327,18622374,391000000000.0,372278,9615795128.0,0,0.0,1329.9046993439777,91.3771086297667,1520.5805032821504,91.19827849983852,1.8175323207230774,0.8010616623412985,0,0,0,0,0,1,1,1
1184,9,16.515,123.656,26,293,14.5774,114.35,7,254,1130084,25973333562.0,0,0.0,0,0.0,1578.2884271475602,91.31398544231952,1782.0379705233913,88.50684704605202,1.25069487322848,2.627094907085772,0,0,0,0,0,1,0,0
1186,9,11.9586,140.918,15,282,15.1262,130.072,13,292,1181304,103000000000.0,0,0.0,0,0.0,341.30620742783503,91.30684594099513,118.09519553823962,89.15051085453945,2.214112051463522,5.4196353010258,0,0,0,0,0,1,0,0
1187,10,14.8076,117.159,6,270,14.2338,109.213,7,307,71725,470728427.0,0,0.0,0,0.0,2246.400595894637,91.47324047100487,2335.901319918203,88.50427882345811,2.778033742338623,0.0066192127930713674,0,0,0,0,0,1,0,0
1189,10,7.41534,144.086,21,241,16.0078,132.55,16,294,8489943,191000000000.0,3171075,76755606294.0,0,0.0,889.2342250813624,90.85803937000895,175.59985046826282,88.51561285767434,0.17047109691676002,5.656266361049125,0,0,0,0,0,1,1,1
1190,10,10.001,137.69,6,270,10.779,130.316,14,282,7115812,160000000000.0,0,0.0,0,0.0,296.33273058591135,89.931875954608,534.6394319808486,89.88311970816923,0.5986390462006332,4.25897655945944,0,0,0,0,0,1,1,1
1191,11,9.23785,130.475,11,297,9.10849,119.009,7,274,1528,15818056.0,0,0.0,0,0.0,892.0213840088076,88.8753719325819,1473.7318651111204,88.94550035196055,4.132942489513363,0.5025248640316247,0,0,0,0,0,1,0,0
1192,11,8.83066,140.173,3,276,9.43282,132.83,12,274,33040171,322000000000.0,7788100,82994514132.0,4285344,45516852585.0,490.01408390093184,90.52613998248518,704.9107677784092,90.28956544515901,0.6936900623477351,2.3174364164714434,0,0,0,0,0,1,1,1
1193,11,7.8593,89.892,7,344,14.1298,90.2913,7,0,1103,4625710.0,0,0.0,0,0.0,727.5779154435597,90.85457151355652,972.3742454915484,91.41159859596223,3.1052671714854196,2.61940260197549,0,1,0,0,0,0,0,0
1195,12,-12.6,127.6,25,229,-16.112,116.22,4,272,35489,2303887591.0,20038,1106934255.0,5,3174590.0,4091.721711195953,88.43896345902839,3143.5346460903916,91.53879944913255,1.2688986803354312,3.0497658619146524,0,0,0,1,0,0,0,0
1196,12,-14.4494,166.152,4,221,-20.0075,164.227,7,205,12455,1099398520.0,0,0.0,0,0.0,2875.9597324776514,91.4967568064239,2674.61069517486,91.36769604180635,0.45980647045579404,0.07822176183774684,0,0,0,0,1,0,0,0
1197,12,5.67489,140.818,19,313,14.5651,124.897,6,308,657875,6612472548.0,0,0.0,0,0.0,827.9112385550048,90.39215578627801,659.4658454812001,88.64215791715793,2.4435020727799652,0.7650257598754471,0,0,0,0,0,1,0,0
1198,12,-16.75,148.542,3,109,-17.7066,151.723,14,80,270608,16979706485.0,22676,1499031912.0,0,0.0,1060.132260648564,91.12505350525288,1340.9289732314546,91.34637378354202,0.713232155770484,1.8860127460568896,0,0,0,0,1,0,0,0
1199,1,-14.9989,44.0497,4,193,-17.1222,42.0952,6,288,1176687,517412797.0,314039,123131551.0,0,0.0,4935.149424424433,88.47351873900318,4772.103742299801,88.47275772018277,1.2509725353539913,0.602882127149249,0,0,0,1,0,0,0,0
1200,1,16.0545,211.209,10,287,20.5201,198.133,11,281,4194139,40715263763.0,0,0.0,0,0.0,6187.320163411177,88.43662778991661,6784.839116197943,88.43831319508206,38.850274525518294,29.107725503339452,1,0,0,0,0,0,1,1
1201,1,-11.0514,64.1989,4,111,-15.1399,65.2124,9,224,1294326,47972786470.0,1294326,47972786470.0,0,0.0,2794.9276838278197,91.49615070794457,2321.060631000044,91.56932004525386,6.943012346040294,4.851741272964687,0,0,0,1,0,0,0,0
1202,2,-15.6392,163.452,6,238,-18.3169,163.307,6,76,71971,5825370975.0,34844,2516514775.0,20540,1479421171.0,2591.105028701913,91.43909364079651,2563.2648461170584,91.42872597153733,2.3034629168252323,0.2940884994691058,0,0,0,0,1,0,0,0
1203,2,-22.7977,178.305,7,54,-23.4807,188.263,24,131,72610,547567407.0,0,0.0,0,0.0,4215.991054443571,91.31025017113893,5164.3370116740625,91.39688120105687,3.622483298390757,9.49048395994245,0,0,0,0,1,0,0,0
1204,2,-15.2082,169.895,5,207,-18.6318,166.433,5,142,22653,1498011353.0,0,0.0,0,0.0,3279.1460600405107,91.48097767810611,2893.9737001547983,91.4335301593813,1.680505817454979,1.763679521357839,0,0,0,0,1,0,0,0
1205,2,-22.2687,39.8308,7,54,-24.9415,50.9274,13,115,2551501,744373794.0,0,0.0,0,0.0,5352.6278355554805,88.61308898546602,3855.0006206546577,88.6947655764907,0.4986840652727913,3.536426037768922,0,0,0,1,0,0,1,1
1206,3,-16.2489,65.5933,5,178,-16.3653,56.7984,9,275,2839853,914946218.0,593,267880.0,0,0.0,2628.2267032564855,88.56370322717041,3214.346503422617,88.46890032933831,4.020396658190458,2.324376128736912,0,0,0,1,0,0,1,1
1207,3,-18.0001,121.402,11,270,-17.948,113.179,8,249,1835666,190000000000.0,0,0.0,0,0.0,3416.3718151543844,91.41273415001271,2817.1167983410655,91.46575468250003,0.6116824598335303,3.353958565683393,0,0,0,1,0,0,0,0
1208,3,-11.0425,73.045,1,137,-12.6852,72.2114,6,259,1294326,47972786470.0,0,0.0,0,0.0,1837.4537589734819,91.45657956954156,1600.854490223912,91.40250146266061,3.6503762701202467,5.244041419082901,0,0,0,1,0,0,0,0
1209,3,-11.3469,158.001,4,285,-10.6342,152.563,8,203,254634,27099036412.0,32118,5883251176.0,15809,2178901053.0,2004.75049160084,88.49074493156749,1491.8140917070027,88.7438280302465,1.7549546467852015,0.0,0,0,0,0,1,0,0,0
1210,4,-13.0478,159.441,7,64,-14.6227,164.758,5,183,270607,16979698864.0,131993,8280004926.0,0,0.0,2151.2057280476547,91.54219607970195,2720.7008470676183,88.44030155191905,1.5566284848418408,1.7781457084867927,0,0,0,0,1,0,0,0
1211,4,-10.8389,127.557,5,191,-12.781,122.493,6,283,34966,2275390646.0,28185,1699471247.0,19460,1044800907.0,4107.739264378107,88.48560138532633,3851.6111480357486,88.49617534131187,2.1685020190843725,0.6825716730285558,0,0,0,1,0,0,0,0
