year,IBTrACS_ID,TC_name,NatCatSERVICE_ID,genesis_basin,countries_affected,ISO3,v_land_SI,v_land_kn,34kn_pop,34kn_assets,64kn_pop,64kn_assets,96kn_pop,96kn_assets
1960,1960173N08137,OLIVE,,WP,multi,LAO,26.7,51.9,71960,939479422,0,0,0,0
1960,1960173N08137,OLIVE,,WP,multi,PHL,67.5,131.2,53758818,4.89E+11,13260395,1.41E+11,2753569,22355219334
1960,1960173N08137,OLIVE,,WP,multi,VNM,50.8,98.7,31467532,2.03E+11,6805730,56428851495,161083,2577404878
1960,1960174N14257,BONNY,,EP,single,MEX,19,36.8,770,30811239,0,0,0,0
1960,1960174N19267,UNNAMED,,NA,multi,MEX,25.6,49.7,1134571,18447166026,0,0,0,0
1960,1960174N19267,UNNAMED,,NA,multi,USA,29.5,57.4,1948089,3.79E+11,0,0,0,0
1960,1960192N12304,ABBY,,NA,multi,BLZ,48.8,94.8,304001,2864751721,147658,1488239217,0,0
1960,1960192N12304,ABBY,,NA,multi,BRB,31.8,61.9,275978,4430200898,0,0,0,0
1960,1960192N12304,ABBY,,NA,multi,DMA,27.7,53.8,66839,0,0,0,0,0
1960,1960192N12304,ABBY,,NA,multi,GLP,19.8,38.5,2614,0,0,0,0,0
1960,1960192N12304,ABBY,,NA,multi,GTM,39.5,76.7,1397997,11561348424,67169,659789322,0,0
1960,1960192N12304,ABBY,,NA,multi,HND,47,91.4,3337578,26890710963,427817,2218169534,0,0
1960,1960192N12304,ABBY,,NA,multi,LCA,38.8,75.4,181776,1841187540,167259,1679991250,0,0
1960,1960192N12304,ABBY,,NA,multi,MEX,24.3,47.2,3567380,56096799717,0,0,0,0
1960,1960192N12304,ABBY,,NA,multi,MTQ,42.3,82.2,413065,0,366756,0,0,0
1960,1960192N12304,ABBY,,NA,multi,NIC,26.2,50.9,43429,223201643,0,0,0,0
1960,1960192N12304,ABBY,,NA,multi,VCT,29.9,58.1,101293,1183365676,0,0,0,0
1960,1960199N17129,POLLY,,WP,multi,CHN,42.6,82.8,40573525,1.03E+12,3913628,95147766163,0,0
1960,1960199N17129,POLLY,,WP,multi,JPN,34.3,66.7,82671,9224185151,0,0,0,0
1960,1960210N13134,SHIRLEY,,WP,multi,CHN,44.4,86.4,39172458,8.72E+11,4036477,92631236798,0,0
1960,1960210N13134,SHIRLEY,,WP,multi,JPN,61.6,119.8,51548,7298206559,42184,5745550384,0,15
1960,1960210N13134,SHIRLEY,,WP,multi,TWN,64.2,124.8,15570857,3.21E+12,10381519,2.07E+12,8959389,1.67E+12
1960,1960210N28275,BRENDA,,NA,multi,CAN,33.4,64.9,299827,38691736207,0,0,0,0
1960,1960210N28275,BRENDA,,NA,multi,USA,45.2,87.9,51053559,9.56E+12,8343308,1.75E+12,0,0
1960,1960211N15115,UNNAMED,,WP,single,CHN,19,36.9,1529091,37046546934,0,0,0,0
1960,1960215N11138,TRIS,,WP,multi,CHN,46.7,90.8,40147925,8.25E+11,13531270,2.55E+11,0,0
1960,1960215N11138,TRIS,,WP,multi,JPN,56.6,110,1127048,96653255798,45778,5196709531,37424,3940994595
1960,1960215N11138,TRIS,,WP,multi,TWN,52.7,102.5,16782549,3.47E+12,10234002,2.01E+12,11630,4803116799
1960,1960220N18140,VIRGINIA,,WP,single,JPN,56.5,109.8,24638729,3.39E+12,3888570,5.35E+11,109051,16539225759
1960,1960221N22122,TRIX,,WP,multi,CHN,17.8,34.7,37438,1269147297,0,0,0,0
1960,1960221N22122,TRIX,,WP,multi,TWN,29.8,57.9,13851202,2.90E+12,0,0,0,0
1960,1960223N21127,AGNES,,WP,multi,CHN,30.9,60.1,18139020,3.52E+11,0,0,0,0
1960,1960223N21127,AGNES,,WP,multi,JPN,45.7,88.8,87488,10942259916,44472,4982047655,0,0
1960,1960223N21127,AGNES,,WP,multi,TWN,38.4,74.7,16832292,3.50E+12,9015229,1.68E+12,0,0
1960,1960223N23136,WENDY,,WP,single,JPN,42.1,81.9,50025953,6.22E+12,13808256,1.54E+12,0,0
1960,1960226N20117,UNNAMED,,WP,multi,TWN,18.6,36.2,27866,14654081955,0,0,0,0
1960,1960227N21144,BESS,,WP,single,JPN,40.7,79.1,30543893,3.33E+12,8194,1220940667,0,0
1960,1960227N23126,CARMEN,,WP,multi,CHN,40.5,78.7,2426255,76255265112,810434,25412260151,0,0
1960,1960227N23126,CARMEN,,WP,multi,JPN,35.7,69.4,1180129,1.02E+11,1039560,85710995883,0,0
1960,1960227N23126,CARMEN,,WP,multi,KOR,42.2,82,34233988,4.83E+12,20290703,2.59E+12,0,0
1960,1960227N23126,CARMEN,,WP,multi,PRK,41.5,80.6,7808898,3554139840,3031373,552520358,0,0
1960,1960227N23126,CARMEN,,WP,multi,RUS,40.6,78.8,2510342,13988513440,810006,3952563215,0,0
1960,1960230N13155,DELLA,,WP,multi,JPN,48.4,94,16738028,2.41E+12,5096914,7.26E+11,0,0
1960,1960230N13155,DELLA,,WP,multi,RUS,44,85.5,293744,1480894241,64678,293574157,0,0
1960,1960230N15260,DIANA,,EP,single,MEX,47.7,92.7,5532908,85645254589,417808,8748863981,0,0
1960,1960231N22117,ELAINE,,WP,multi,CHN,22.7,44.1,6210035,1.21E+11,0,0,0,0
1960,1960231N22117,ELAINE,,WP,multi,JPN,23.6,46,21475,3118578057,0,0,0,0
1960,1960231N22117,ELAINE,,WP,multi,PHL,37.4,72.7,3518,23664144,0,0,0,0
1960,1960231N22117,ELAINE,,WP,multi,TWN,43.7,85,22999257,4.75E+12,8952,3459320406,0,0
1960,1960231N26285,CLEO,,NA,single,CAN,19.4,37.6,2665,504188277,0,0,0,0
1960,1960235N10159,FAYE,,WP,single,JPN,61.6,119.7,6800,1012022675,0,0,0,0
1960,1960242N12269,ESTELLE,,EP,multi,GTM,28.6,55.5,2694553,16805531406,0,0,0,0
1960,1960242N12269,ESTELLE,,EP,multi,MEX,33.3,64.8,4549945,66604090739,0,0,0,0
1960,1960243N11137,GLORIA,,WP,single,PHL,34.7,67.5,15509405,1.73E+11,6008,81893923,0,0
1960,1960247N12268,FERNANDA,,EP,single,MEX,27.8,54.1,761177,11248279442,0,0,0,0
1960,1960257N22267,ETHEL,,NA,single,USA,41.4,80.6,3752933,8.52E+11,520946,1.26E+11,0,0
1960,1960260N14119,UNNAMED,,WP,single,PHL,17.7,34.4,70296,1256835731,0,0,0,0
1960,1960261N21296,FLORENCE,,NA,multi,BHS,28.6,55.6,3618,618641457,0,0,0,0
1960,1960261N21296,FLORENCE,,NA,multi,TCA,28.8,55.9,5166,0,0,0,0,0
1960,1960261N21296,FLORENCE,,NA,multi,USA,27.2,52.8,9099456,1.62E+12,0,0,0,0
1960,1960261N22123,IRMA,,WP,single,JPN,25.6,49.8,1303320,1.94E+11,0,0,0,0
1960,1960267N18116,UNNAMED,,WP,single,CHN,20.6,40,2151036,49301521861,0,0,0,0
1960,1960273N10142,UNNAMED,,WP,multi,CHN,43.5,84.6,9943124,2.29E+11,3988485,92280864542,0,0
1960,1960273N10142,UNNAMED,,WP,multi,LAO,32.9,64,887480,7380376780,0,0,0,0
1960,1960273N10142,UNNAMED,,WP,multi,PHL,55.4,107.7,46670682,4.05E+11,10148577,1.04E+11,1954058,14156660526
1960,1960273N10142,UNNAMED,,WP,multi,THA,32.2,62.5,4552326,32988107480,0,0,0,0
1960,1960273N10142,UNNAMED,,WP,multi,VNM,32.9,64,7256382,39919450890,23665,159089373,0,0
1960,1960282N21132,LOLA,,WP,multi,CHN,27.4,53.2,2069015,44795022019,0,0,0,0
1960,1960282N21132,LOLA,,WP,multi,PHL,52.8,102.6,42887862,3.78E+11,9561789,1.14E+11,346048,4869083192
1960,1960282N21132,LOLA,,WP,multi,VNM,22.6,44,3378224,18393378016,0,0,0,0
1960,1960296N18255,HYACINTH,,EP,single,MEX,45.1,87.6,2558611,42151282566,86416,1735917,0,0
1960,1960346N07148,PHYLLIS,,WP,multi,PHL,22.1,43,30870,822156651,0,0,0,0
1961,1961015S10135,UNNAMED,,SI,single,AUS,74,143.9,35759,2934379606,6712,686910388,2986,226462637
1961,1961040S15117,UNNAMED,,SI,single,AUS,42.6,82.7,9005,645313395,368,31148737,0,0
1961,1961100N10110,VIOLA,,WP,single,VNM,30.9,60.1,16942183,1.41E+11,0,0,0,0
1961,1961135N12121,ARICE,,WP,multi,CHN,44.4,86.3,112402472,2.61E+12,16145056,4.30E+11,0,0
1961,1961135N12121,ARICE,,WP,multi,HKG,42.1,81.8,8148473,1.23E+12,8148473,1.23E+12,0,0
1961,1961135N12121,ARICE,,WP,multi,JPN,35.6,69.2,68878,7376478585,0,0,0,0
1961,1961141N09135,BETTY,,WP,multi,CHN,45.5,88.4,53861428,1.28E+12,4944287,1.11E+11,0,0
1961,1961141N09135,BETTY,,WP,multi,JPN,28,54.4,34951,13860121524,0,0,0,0
1961,1961141N09135,BETTY,,WP,multi,KOR,38.5,74.8,7556578,8.71E+11,275598,22269773615,0,0
1961,1961141N09135,BETTY,,WP,multi,PHL,67.8,131.9,1633645,13741666893,8817,101281883,188,6958540
1961,1961141N09135,BETTY,,WP,multi,TWN,64.6,125.6,23150365,4.80E+12,12833923,2.68E+12,244322,67249538074
1961,1961161N14260,IVA,,EP,single,MEX,47.7,92.7,6556678,1.06E+11,506045,8544850238,0,0
1961,1961171N11115,CORA,,WP,multi,CHN,28.5,55.4,2133883,45643000796,0,0,0,0
1961,1961171N11115,CORA,,WP,multi,LAO,19.9,38.7,49566,621243245,0,0,0,0
1961,1961171N11115,CORA,,WP,multi,VNM,26.8,52.1,4549286,25862725655,0,0,0,0
1961,1961173N09139,DORIS,,WP,multi,CHN,22.1,42.9,12050953,2.44E+11,0,0,0,0
1961,1961173N09139,DORIS,,WP,multi,TWN,37.4,72.8,5338634,1.01E+12,34267,9158593252,0,0
1961,1961181N21120,UNNAMED,,WP,single,CHN,18.5,36,641966,18549737374,0,0,0,0
1961,1961182N23120,DORIS,,WP,multi,CHN,21,40.9,2466942,49045264837,0,0,0,0
1961,1961182N23120,DORIS,,WP,multi,TWN,26.9,52.4,12493488,2.56E+12,0,0,0,0
1961,1961188N10147,ELSIE,,WP,multi,CHN,27,52.5,13791408,2.79E+11,0,0,0,0
1961,1961188N10147,ELSIE,,WP,multi,PHL,38.3,74.4,31,1044573,0,0,0,0
1961,1961188N10147,ELSIE,,WP,multi,TWN,46.1,89.6,8728261,1.92E+12,3954137,7.47E+11,0,0
1961,1961193N12146,FLOSSIE,,WP,multi,CHN,32.9,63.9,51063216,1.26E+12,0,0,0,0
1961,1961193N12146,FLOSSIE,,WP,multi,HKG,26.1,50.8,8148473,1.23E+12,0,0,0,0
1961,1961193N12146,FLOSSIE,,WP,multi,PHL,32.2,62.5,19984554,1.85E+11,0,0,0,0
1961,1961196N14262,LIZA,,EP,single,MEX,20.5,39.8,37154,625713220,0,0,0,0
1961,1961198N18134,GRACE,,WP,multi,JPN,24.7,47.9,1208921,1.05E+11,0,0,0,0
1961,1961198N18134,GRACE,,WP,multi,KOR,22.2,43.1,4343902,5.34E+11,0,0,0,0
1961,1961201N12300,ANNA,,NA,multi,ABW,37.5,72.8,104632,0,0,0,0,0
1961,1961201N12300,ANNA,,NA,multi,ANT,30.3,58.8,264678,0,0,0,0,0
1961,1961201N12300,ANNA,,NA,multi,BLZ,47.9,93.2,322834,2988083083,144297,1593834504,0,0
1961,1961201N12300,ANNA,,NA,multi,BRB,18.3,35.6,20689,349592087,0,0,0,0
1961,1961201N12300,ANNA,,NA,multi,COL,27.2,52.8,35230,1871302460,0,0,0,0
1961,1961201N12300,ANNA,,NA,multi,GRD,37.9,73.6,100022,0,100022,0,0,0
1961,1961201N12300,ANNA,,NA,multi,GTM,40,77.7,1199031,9840243910,45235,474005873,0,0
1961,1961201N12300,ANNA,,NA,multi,HND,56.2,109.3,3822265,31935078633,950246,7710699873,33255,266979972
1961,1961201N12300,ANNA,,NA,multi,MEX,28.7,55.9,211957,2814605459,0,0,0,0
1961,1961201N12300,ANNA,,NA,multi,NIC,47.2,91.8,96695,374485631,4050,18504945,0,0
1961,1961201N12300,ANNA,,NA,multi,TTO,24.7,48.1,744003,8394755090,0,0,0,0
1961,1961201N12300,ANNA,,NA,multi,VCT,32.6,63.3,101293,1183365676,0,0,0,0
1961,1961201N12300,ANNA,,NA,multi,VEN,32.3,62.8,1334497,3072764154,0,0,0,0
1961,1961204N12147,HELEN,,WP,multi,JPN,47.7,92.7,3277363,4.42E+11,64728,6274103146,0,0
1961,1961204N12147,HELEN,,WP,multi,KOR,26.4,51.3,10882868,1.46E+12,0,0,0,0
1961,1961207N20143,UNNAMED,,WP,multi,JPN,38.7,75.2,2504905,3.15E+11,0,0,0,0
1961,1961213N12134,JUNE,,WP,multi,CHN,19.9,38.6,461190,11269499881,0,0,0,0
1961,1961213N12134,JUNE,,WP,multi,PHL,44.2,85.9,596,16574179,0,0,0,0
1961,1961213N12134,JUNE,,WP,multi,TWN,51.8,100.7,14444102,3.13E+12,320553,1.29E+11,3289,1163270945
1961,1961222N17120,UNNAMED,,WP,single,PHL,22.9,44.6,1190737,8885923680,0,0,0,0
1961,1961222N23120,UNNAMED,,WP,multi,CHN,32.4,63,2286599,54948750338,0,0,0,0
1961,1961222N23120,UNNAMED,,WP,multi,TWN,29.2,56.8,17050922,3.55E+12,0,0,0,0
1961,1961225N14143,KATHY,,WP,single,JPN,30,58.3,1936737,2.84E+11,0,0,0,0
1961,1961230N17119,UNNAMED,,WP,multi,CHN,24.6,47.7,2310265,50943691477,0,0,0,0
1961,1961230N17119,UNNAMED,,WP,multi,LAO,24.5,47.6,86999,1231480235,0,0,0,0
1961,1961230N17119,UNNAMED,,WP,multi,VNM,26.7,51.9,4567225,26387605571,0,0,0,0
1961,1961231N12134,LORNA,,WP,multi,CHN,26.7,52,15584189,3.09E+11,0,0,0,0
1961,1961231N12134,LORNA,,WP,multi,PHL,52.7,102.3,293,10322979,0,0,0,0
1961,1961231N12134,LORNA,,WP,multi,TWN,60.5,117.6,12905678,2.76E+12,7073602,1.49E+12,131467,36050604370
1961,1961241N18117,UNNAMED,,WP,multi,CHN,23.7,46.1,37424829,9.35E+11,0,0,0,0
1961,1961241N18117,UNNAMED,,WP,multi,HKG,23.5,45.7,8148473,1.23E+12,0,0,0,0
1961,1961247N13283,CARLA,,NA,multi,CAN,26.4,51.2,175938,22635098228,0,0,0,0
1961,1961247N13283,CARLA,,NA,multi,CUB,28,54.4,2965,82764333,0,0,0,0
1961,1961247N13283,CARLA,,NA,multi,MEX,46.1,89.6,1110463,13923441769,297694,2130679406,0,0
1961,1961247N13283,CARLA,,NA,multi,USA,62.8,122,17567124,4.10E+12,2081982,4.92E+11,106783,24581000418
1961,1961247N15127,OLGA,,WP,multi,CHN,42.2,82.1,40426650,1.06E+12,1818681,56716084906,0,0
1961,1961247N15127,OLGA,,WP,multi,HKG,36.9,71.7,8148473,1.23E+12,182375,70599634630,0,0
1961,1961248N18155,PAMELA,,WP,multi,CHN,42.5,82.6,25406004,5.20E+11,6089317,1.15E+11,0,0
1961,1961248N18155,PAMELA,,WP,multi,JPN,82.7,160.8,87488,10942259916,50064,7001265320,41337,5745550384
1961,1961248N18155,PAMELA,,WP,multi,TWN,74.5,144.8,18161968,3.86E+12,15021419,3.03E+12,3975371,9.17E+11
1961,1961250N07173,NANCY,,WP,multi,JPN,66.4,129.2,65838791,8.23E+12,36582856,4.42E+12,8011052,9.96E+11
1961,1961250N07173,NANCY,,WP,multi,RUS,50.1,97.4,405851,1468714867,5056,56322741,311,4628856
1961,1961250N15336,DEBBIE,,NA,multi,CPV,37.1,72.1,462169,4261493602,63679,526761132,0,0
1961,1961250N15336,DEBBIE,,NA,multi,GBR,35.4,68.9,810735,1.31E+11,984,321226592,0,0
1961,1961250N15336,DEBBIE,,NA,multi,IRL,51.6,100.2,1958432,2.41E+11,498090,60261700418,14378,2056593904
1961,1961250N17248,ORLA,,EP,single,MEX,24.4,47.4,2751,91172687,0,0,0,0
1961,1961254N12328,ESTHER,,NA,multi,CAN,21.1,41,64617,8968562899,0,0,0,0
1961,1961254N12328,ESTHER,,NA,multi,USA,46.2,89.8,11212313,2.26E+12,310069,66230155787,0,0
1961,1961265N11156,SALLY,,WP,multi,CHN,46.4,90.3,81086593,1.93E+12,8994552,2.03E+11,0,0
1961,1961265N11156,SALLY,,WP,multi,HKG,27.9,54.2,8148473,1.23E+12,0,0,0,0
1961,1961265N11156,SALLY,,WP,multi,TWN,47.4,92.2,12453588,2.64E+12,6274992,1.28E+12,0,0
1961,1961269N11161,TILDA,,WP,multi,CHN,52.5,102.1,52931399,1.23E+12,7342459,1.63E+11,0,0
1961,1961269N11161,TILDA,,WP,multi,JPN,66.1,128.5,1138905,97238794730,1124897,95718554251,1012390,82472039392
1961,1961273N16303,FRANCES,,NA,multi,ATG,26.5,51.4,92609,0,0,0,0,0
1961,1961273N16303,FRANCES,,NA,multi,CAN,32.1,62.3,622794,78374376400,0,0,0,0
1961,1961273N16303,FRANCES,,NA,multi,DMA,22.3,43.3,66839,0,0,0,0,0
1961,1961273N16303,FRANCES,,NA,multi,DOM,34.9,67.8,8242134,1.28E+11,3471,157038036,0,0
1961,1961273N16303,FRANCES,,NA,multi,GLP,28.4,55.1,430747,0,0,0,0,0
1961,1961273N16303,FRANCES,,NA,multi,KNA,23.1,44.9,43069,0,0,0,0,0
1961,1961273N16303,FRANCES,,NA,multi,MSR,29.4,57.2,6201,0,0,0,0,0
1961,1961273N16303,FRANCES,,NA,multi,PRI,36.3,70.6,3574292,2.20E+11,8343,172800675,0,0
1961,1961273N16303,FRANCES,,NA,multi,TCA,24.9,48.3,2433,0,0,0,0,0
1961,1961273N16303,FRANCES,,NA,multi,USA,20.1,39.2,6523,1507779421,0,0,0,0
1961,1961273N16303,FRANCES,,NA,multi,VIR,21.1,41,54680,0,0,0,0,0
1961,1961276N22152,VIOLET,,WP,multi,JPN,56.4,109.6,39524100,4.35E+12,781441,1.46E+11,0,0
1961,1961276N22152,VIOLET,,WP,multi,RUS,26.2,51,3318,15804122,0,0,0,0
1961,1961289N18283,GERDA,,NA,multi,BHS,21.3,41.4,9874,560188130,0,0,0,0
1961,1961289N18283,GERDA,,NA,multi,JAM,20.7,40.1,1353054,9712645791,0,0,0,0
1961,1961301N12279,HATTIE,,NA,multi,BLZ,72.6,141.1,322834,2988083083,236569,2192920830,150662,1121390885
1961,1961301N12279,HATTIE,,NA,multi,GTM,45.6,88.6,10501331,61140060391,354280,3219164558,0,0
1961,1961301N12279,HATTIE,,NA,multi,HND,27.7,53.8,983596,5970524278,0,0,0,0
1961,1961301N12279,HATTIE,,NA,multi,MEX,46.3,90.1,422644,9227830639,17007,498595517,0,0
1961,1961301N12279,HATTIE,,NA,multi,NIC,30,58.2,155576,665155172,0,0,0,0
1961,1961305N14268,SIMONE,,EP,single,MEX,27.7,53.8,794207,12535212378,0,0,0,0
1961,1961306N17298,JENNY,,NA,multi,ATG,27.7,53.8,90950,0,0,0,0,0
1961,1961306N17298,JENNY,,NA,multi,GLP,21.8,42.4,246655,0,0,0,0,0
1961,1961309N21265,INGA,,NA,single,MEX,26.5,51.5,4840601,67016688604,0,0,0,0
1961,1961314N15257,TARA,,EP,single,MEX,47.4,92.1,10942391,1.85E+11,957627,20386105878,0,0
1961,1961339N08137,ELLEN,,WP,single,PHL,67.9,131.9,8341831,79676153291,1124675,10281371998,302959,2986896255
1962,1962135N07132,HOPE,,WP,single,PHL,31.9,62,16600904,1.46E+11,0,0,0,0
1962,1962145N08133,IRIS,,WP,single,PHL,30,58.3,1637669,15869227475,0,0,0,0
1962,1962175N17256,VALERIE,,EP,single,MEX,52.6,102.3,5571058,96025259354,909050,15615143447,115194,2067257856
1962,1962198N15124,KATE,,WP,multi,CHN,30.8,60,12526744,2.72E+11,0,0,0,0
1962,1962198N15124,KATE,,WP,multi,PHL,35.6,69.2,4624394,23819286735,3434,20969179,0,0
1962,1962198N15124,KATE,,WP,multi,TWN,51.3,99.6,23150365,4.80E+12,3563898,8.76E+11,8530,2918739074
1962,1962202N20158,LOUISE,,WP,single,JPN,37.1,72,45372051,5.29E+12,47294,8696042545,0,0
1962,1962206N14140,NORA,,WP,multi,JPN,47.8,93,2591966,2.90E+11,1129670,97701459918,0,0
1962,1962206N14140,NORA,,WP,multi,KOR,37.9,73.7,28472342,3.99E+12,16105226,1.80E+12,0,0
1962,1962206N14140,NORA,,WP,multi,PRK,24,46.6,295462,1591962094,0,0,0,0
1962,1962211N09153,OPAL,,WP,multi,CHN,50.4,98,110561856,2.39E+12,14087830,3.19E+11,157,0
1962,1962211N09153,OPAL,,WP,multi,JPN,39.4,76.6,43016,5960212260,278,197400508,0,0
1962,1962211N09153,OPAL,,WP,multi,TWN,78.4,152.3,17082400,3.59E+12,12086147,2.47E+12,10290455,2.06E+12
1962,1962217N10142,PATSY,,WP,multi,CHN,41.8,81.2,30384519,6.98E+11,1924362,45078728083,0,0
1962,1962217N10142,PATSY,,WP,multi,PHL,49.8,96.7,50396621,4.45E+11,8656215,1.01E+11,54322,543513277
1962,1962217N10142,PATSY,,WP,multi,VNM,31.2,60.6,3355103,33284266427,0,0,0,0
1962,1962224N11151,RUTH,,WP,multi,JPN,38.6,75.1,205022,25932694203,0,0,0,0
1962,1962226N22128,SARAH,,WP,single,JPN,38.3,74.4,9915893,1.32E+12,39398,4060290456,0,0
1962,1962232N17149,THELMA,,WP,multi,JPN,50,97.1,41222977,4.83E+12,10997719,1.34E+12,33047,4915872300
1962,1962236N20131,VERA,,WP,single,JPN,30,58.2,2724476,3.52E+11,0,0,0,0
1962,1962237N07155,WANDA,,WP,multi,CHN,53.5,103.9,67038686,1.67E+12,21354642,6.05E+11,13899,1724496039
1962,1962237N07155,WANDA,,WP,multi,HKG,50.9,99,8148473,1.23E+12,8148473,1.23E+12,10102,8856450113
1962,1962237N07155,WANDA,,WP,multi,PHL,52.6,102.3,195188,1615836734,3348,25224480,0,0
1962,1962237N07155,WANDA,,WP,multi,TWN,18.3,35.5,7046,1120305822,0,0,0,0
1962,1962239N25280,ALMA,,NA,single,USA,34.9,67.9,1965613,4.42E+11,1530,422769577,0,0
1962,1962241N14150,UNNAMED,,WP,multi,CHN,42,81.6,82749249,1.95E+12,2791098,65226225091,0,0
1962,1962241N14150,UNNAMED,,WP,multi,JPN,36.3,70.6,43016,5960212260,0,0,0,0
1962,1962241N14150,UNNAMED,,WP,multi,KOR,34.6,67.2,27603893,3.75E+12,346632,1.03E+11,0,0
1962,1962241N14150,UNNAMED,,WP,multi,TWN,73,142,18318055,3.90E+12,14904913,2.99E+12,3306562,9.02E+11
1962,1962245N20252,BERNICE,,EP,single,MEX,29.1,56.6,103217,2443384596,0,0,0,0
1962,1962254N11123,BABS,,WP,multi,LAO,24.4,47.5,396704,3965768305,0,0,0,0
1962,1962254N11123,BABS,,WP,multi,VNM,28.1,54.7,7328531,42438036491,0,0,0,0
1962,1962261N15121,CHARLOTTE,,WP,multi,CHN,45.1,87.7,8267812,1.85E+11,2325262,58172508221,0,0
1962,1962261N15121,CHARLOTTE,,WP,multi,LAO,18,35,4220,88442408,0,0,0,0
1962,1962261N15121,CHARLOTTE,,WP,multi,VNM,36.8,71.6,30853403,1.76E+11,977934,5418200279,0,0
1962,1962263N17253,CLAUDIA,,EP,single,MEX,29.5,57.4,572110,9615702481,0,0,0,0
1962,1962268N12144,DINAH,,WP,multi,CHN,49.7,96.6,28953169,6.88E+11,12911590,2.62E+11,49540,1369020394
1962,1962268N12144,DINAH,,WP,multi,TWN,54.1,105.1,5961367,1.19E+12,213738,62485269015,7468,1660887155
1962,1962272N15311,DAISY,,NA,multi,CAN,40.4,78.5,931351,1.31E+11,23620,4433336510,0,0
1962,1962272N15311,DAISY,,NA,multi,USA,20.4,39.6,8171,2606027900,0,0,0,0
1962,1962274N14256,DOREEN,,EP,single,MEX,51.7,100.4,3202400,56159923123,807588,15718316176,8382,200068921
1962,1962288N22289,ELLA,,NA,single,CAN,45.4,88.3,330496,34262434814,2303,589869624,0,0
1962,1962292N11119,HARRIET,,WP,single,THA,18.6,36.2,212580,1082550502,0,0,0,0
1962,1962308N08138,JEAN,,WP,single,PHL,46.3,90,22898512,2.36E+11,3296762,35298745219,0,0
1962,1962327N05144,LUCY,,WP,multi,KHM,30,58.2,4082194,20661659048,0,0,0,0
1962,1962327N05144,LUCY,,WP,multi,PHL,52.9,102.8,22526183,2.11E+11,12814038,1.15E+11,923437,10067252850
1962,1962327N05144,LUCY,,WP,multi,VNM,49.2,95.7,32511754,2.84E+11,11264919,98796680604,0,0
1962,1962365S23155,UNNAMED,,SP,single,AUS,35.8,69.5,1328637,1.92E+11,6706,1371929257,0,0
1962,1962365S24153,UNNAMED,,SP,single,AUS,25.8,50.2,398579,75742589017,0,0,0,0
1963,1963047S13128,UNNAMED,,SI,single,AUS,39.5,76.8,32306,1873261202,3062,163842090,0,0
1963,1963084S12139,UNNAMED,,SP,single,AUS,19.9,38.7,551,31290793,0,0,0,0
1963,1963126S26152,UNNAMED,,SP,single,AUS,26.5,51.5,3614777,5.06E+11,0,0,0,0
1963,1963127S25154,UNNAMED,,SP,single,AUS,35.2,68.4,3499654,4.77E+11,58873,8982481975,0,0
1963,1963147N12135,POLLY,,WP,single,JPN,25,48.7,8194,1220940667,0,0,0,0
1963,1963158N20116,ROSE,,WP,multi,JPN,35.4,68.8,20661760,2.50E+12,860138,1.14E+11,0,0
1963,1963158N20116,ROSE,,WP,multi,PHL,29,56.3,7443334,39851501617,0,0,0,0
1963,1963163N13135,SHIRLEY,,WP,multi,CHN,22.7,44.1,23692,471543830,0,0,0,0
1963,1963163N13135,SHIRLEY,,WP,multi,JPN,54.5,105.9,2732622,4.53E+11,72214,14036365033,44472,4982047655
1963,1963163N13135,SHIRLEY,,WP,multi,KOR,52.6,102.3,18360943,2.64E+12,9222891,1.28E+12,210276,29692745068
1963,1963163N13135,SHIRLEY,,WP,multi,RUS,29.9,58.1,4518,27931608,0,0,0,0
1963,1963167N09156,TRIX,,WP,multi,CHN,36.6,71.2,25147593,5.43E+11,5024001,1.02E+11,0,0
1963,1963167N09156,TRIX,,WP,multi,PHL,41.6,80.8,18150842,1.49E+11,7066460,40959195176,0,0
1963,1963180N15260,EMILY,,EP,single,MEX,44.8,87.1,5901669,86562107460,505522,8488220265,0,0
1963,1963182N11144,VIRGINIA,,WP,single,JPN,38.2,74.2,8194,1220940667,6782,1012022675,0,0
1963,1963190N15149,WENDY,,WP,multi,CHN,38.8,75.5,24132675,5.35E+11,567488,15384980207,0,0
1963,1963190N15149,WENDY,,WP,multi,JPN,23.6,45.9,573,408931739,0,0,0,0
1963,1963190N15149,WENDY,,WP,multi,TWN,51.7,100.6,17593708,3.74E+12,11041330,2.29E+12,4742,4700219386
1963,1963196N10146,AGNES,,WP,multi,CHN,38.4,74.6,22049850,5.41E+11,849610,19806375074,0,0
1963,1963196N10146,AGNES,,WP,multi,PHL,50.2,97.6,10479574,70239170252,5104436,28532881393,476,15618796
1963,1963207N13151,BESS,,WP,single,JPN,49.1,95.4,16375994,2.15E+12,1602136,2.40E+11,0,0
1963,1963219N09146,CARMEN,,WP,multi,CHN,49,95.3,25054237,5.77E+11,5082189,1.17E+11,0,0
1963,1963219N09146,CARMEN,,WP,multi,PHL,68.7,133.5,51026948,4.39E+11,12321195,1.31E+11,2140975,24604616102
1963,1963219N09146,CARMEN,,WP,multi,VNM,35.8,69.5,31674945,1.96E+11,500390,5312568833,0,0
1963,1963232N14118,UNNAMED,,WP,multi,CHN,20.1,39.1,1461496,37407041719,0,0,0,0
1963,1963232N14118,UNNAMED,,WP,multi,VNM,19,36.9,911087,7423093506,0,0,0,0
